index,onetsoccode,agg_pairs,ai_score,software_score,robot_score
Gaming and Sports Book Writers and Runners,39-3012.00,32.0,0.03722427040338516,0.12980365753173828,0.1025473028421402
Motion Picture Projectionists,39-3021.00,37.0,0.49530553817749023,0.585067629814148,1.6807301044464111
"Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,32.0,0.19125381112098694,0.3968784213066101,0.9321074485778809
Amusement and Recreation Attendants,39-3091.00,28.0,0.46015509963035583,0.8422216176986694,1.290069341659546
Costume Attendants,39-3092.00,29.0,0.6235467791557312,0.7196812629699707,0.3882077634334564
"Locker Room, Coatroom, and Dressing Room Attendants",39-3093.00,26.0,0.21305930614471436,0.5814178586006165,2.7581052780151367
Embalmers,39-4011.00,33.0,0.17453168332576752,0.28711241483688354,0.34366968274116516
Funeral Attendants,39-4021.00,27.0,0.0678597167134285,0.4778226613998413,1.0624343156814575
"Morticians, Undertakers, and Funeral Directors",39-4031.00,22.0,0.0,0.14113980531692505,0.09734214842319489
Barbers,39-5011.00,20.0,0.055365536361932755,0.0634148046374321,0.053644806146621704
"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,37.0,0.1410776823759079,0.21044820547103882,0.49945753812789917
"Makeup Artists, Theatrical and Performance",39-5091.00,36.0,0.5620316863059998,0.4187352955341339,0.3669198453426361
Manicurists and Pedicurists,39-5092.00,27.0,0.09036833792924881,0.1596393883228302,0.28407585620880127
Shampooers,39-5093.00,6.0,0.05269284546375275,0.060600169003009796,0.01703154668211937
Skincare Specialists,39-5094.00,19.0,0.5282440185546875,0.2922864258289337,0.6992040276527405
Baggage Porters and Bellhops,39-6011.00,22.0,0.2079959511756897,0.3079734444618225,0.6211918592453003
Concierges,39-6012.00,15.0,0.06984371691942215,1.0539835691452026,1.5107536315917969
Tour Guides and Escorts,39-7011.00,22.0,0.17249402403831482,0.3969251811504364,0.5831228494644165
Travel Guides,39-7012.00,26.0,0.1699444204568863,0.2309046983718872,0.11594755947589874
Childcare Workers,39-9011.00,31.0,0.44860386848449707,0.7135441303253174,0.7804864048957825
Nannies,39-9011.01,28.0,0.0779726430773735,0.11850106716156006,0.06636540591716766
Personal Care Aides,39-9021.00,14.0,0.08933469653129578,0.12316489964723587,0.021279815584421158
Fitness Trainers and Aerobics Instructors,39-9031.00,33.0,0.14480102062225342,0.1770775318145752,0.1850188970565796
Recreation Workers,39-9032.00,32.0,0.15489543974399567,0.2954676151275635,0.1122695654630661
Residential Advisors,39-9041.00,31.0,0.1880722939968109,0.2342163771390915,0.14647838473320007
First-Line Supervisors of Retail Sales Workers,41-1011.00,34.0,0.4560459852218628,0.31412845849990845,0.16885274648666382
First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,30.0,0.40373730659484863,0.31830593943595886,0.13011018931865692
Cashiers,41-2011.00,33.0,0.38596874475479126,1.0131864547729492,0.2931835353374481
Gaming Change Persons and Booth Cashiers,41-2012.00,18.0,0.23885264992713928,0.1934853345155716,0.11101823300123215
Counter and Rental Clerks,41-2021.00,20.0,0.05768761783838272,0.12442831695079803,0.04049909859895706
Parts Salespersons,41-2022.00,25.0,0.17258718609809875,0.3140365779399872,0.09937500208616257
Retail Salespersons,41-2031.00,32.0,0.08551564067602158,0.15604452788829803,0.7329816222190857
Advertising Sales Agents,41-3011.00,30.0,0.15698768198490143,0.182842418551445,0.06122199445962906
Insurance Sales Agents,41-3021.00,39.0,0.2936991751194,0.2269323617219925,0.03946990892291069
"Sales Agents, Securities and Commodities",41-3031.01,35.0,0.4952488839626312,0.2959582805633545,0.06624174118041992
"Sales Agents, Financial Services",41-3031.02,17.0,0.4739248752593994,0.27031058073043823,0.09399097412824631
Securities and Commodities Traders,41-3031.03,30.0,0.3649834096431732,0.27712035179138184,0.07851249724626541
Travel Agents,41-3041.00,11.0,0.3538506031036377,0.2254771739244461,0.29344069957733154
Energy Brokers,41-3099.01,16.0,0.20122332870960236,0.39254990220069885,0.11448829621076584
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,44.0,0.24281874299049377,0.250970721244812,0.05687464028596878
Solar Sales Representatives and Assessors,41-4011.07,15.0,0.30000779032707214,0.23164582252502441,0.05109167471528053
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012.00,27.0,0.09291835874319077,0.12126979231834412,0.0585353709757328
Demonstrators and Product Promoters,41-9011.00,34.0,0.03281048312783241,0.08963997662067413,0.06370363384485245
Models,41-9012.00,26.0,0.05750390887260437,0.2397853285074234,0.18205291032791138
Real Estate Brokers,41-9021.00,20.0,0.3678145110607147,0.6086273789405823,0.36902737617492676
Real Estate Sales Agents,41-9022.00,43.0,0.2843225300312042,0.1928793489933014,0.06048260256648064
Sales Engineers,41-9031.00,33.0,0.36877408623695374,0.24758179485797882,0.05391494929790497
Telemarketers,41-9041.00,22.0,0.015920206904411316,0.11504002660512924,0.01094083022326231
"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091.00,17.0,0.13572990894317627,0.36749720573425293,0.0898977667093277
First-Line Supervisors of Office and Administrative Support Workers,43-1011.00,36.0,0.2772783637046814,0.21546214818954468,0.08163809031248093
"Switchboard Operators, Including Answering Service",43-2011.00,31.0,0.2945452034473419,0.7769483923912048,0.5815759897232056
Telephone Operators,43-2021.00,24.0,0.3458806574344635,0.45824217796325684,0.30852067470550537
Bill and Account Collectors,43-3011.00,23.0,0.12184056639671326,0.12075559049844742,0.03680108115077019
Statement Clerks,43-3021.01,25.0,0.21007640659809113,0.3024337887763977,0.24434038996696472
"Billing, Cost, and Rate Clerks",43-3021.02,28.0,0.295867919921875,0.14412057399749756,0.03228931874036789
"Bookkeeping, Accounting, and Auditing Clerks",43-3031.00,39.0,0.15194109082221985,0.4041891098022461,0.21636579930782318
Gaming Cage Workers,43-3041.00,17.0,0.3494110107421875,0.24617746472358704,0.08043908327817917
Payroll and Timekeeping Clerks,43-3051.00,28.0,0.06016546115279198,0.14527398347854614,0.035014741122722626
Procurement Clerks,43-3061.00,27.0,0.30276694893836975,0.22933900356292725,0.07205472886562347
Tellers,43-3071.00,46.0,0.2297545075416565,0.28439608216285706,0.12104979157447815
Brokerage Clerks,43-4011.00,21.0,0.22920164465904236,0.3619840145111084,0.2666773796081543
Correspondence Clerks,43-4021.00,33.0,0.04509943351149559,0.15149594843387604,0.021170256659388542
Court Clerks,43-4031.01,27.0,0.059082578867673874,0.20178698003292084,0.058709848672151566
Municipal Clerks,43-4031.02,21.0,0.14897789061069489,0.2958833873271942,0.13349246978759766
License Clerks,43-4031.03,28.0,0.11964424699544907,0.2904881238937378,0.49008867144584656
Credit Authorizers,43-4041.01,8.0,0.0,0.2003396451473236,0.016083452850580215
Credit Checkers,43-4041.02,11.0,0.21159805357456207,0.21630048751831055,0.10131682455539703
Customer Service Representatives,43-4051.00,32.0,0.6087293028831482,0.7074906826019287,0.1838284134864807
Patient Representatives,43-4051.03,20.0,0.3157534897327423,0.21964657306671143,0.05951875075697899
"Eligibility Interviewers, Government Programs",43-4061.00,26.0,0.19814316928386688,0.15683691203594208,0.019071118906140327
File Clerks,43-4071.00,31.0,0.08830727636814117,0.25827404856681824,0.17968358099460602
"Hotel, Motel, and Resort Desk Clerks",43-4081.00,27.0,0.04599001258611679,0.14855659008026123,0.08284179121255875
"Interviewers, Except Eligibility and Loan",43-4111.00,29.0,0.20082229375839233,0.16737066209316254,0.028758006170392036
"Library Assistants, Clerical",43-4121.00,52.0,0.15653002262115479,0.30761396884918213,0.3646475672721863
Loan Interviewers and Clerks,43-4131.00,23.0,0.06518696993589401,0.13671594858169556,0.035283442586660385
New Accounts Clerks,43-4141.00,22.0,0.13804535567760468,0.23578335344791412,0.08896718919277191
Order Clerks,43-4151.00,29.0,0.07654303312301636,0.13096490502357483,0.03155221417546272
"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,24.0,0.20822016894817352,0.6847570538520813,0.07126510143280029
Receptionists and Information Clerks,43-4171.00,29.0,0.4206579327583313,0.5279393792152405,0.27883151173591614
Reservation and Transportation Ticket Agents and Travel Clerks,43-4181.00,27.0,0.3819872736930847,0.24382837116718292,0.2161978781223297
Cargo and Freight Agents,43-5011.00,39.0,0.46648064255714417,0.34684887528419495,0.33261537551879883
Freight Forwarders,43-5011.01,27.0,0.46376892924308777,0.3461785614490509,0.11719443649053574
Couriers and Messengers,43-5021.00,25.0,0.13251665234565735,0.3253571093082428,0.6482390761375427
"Police, Fire, and Ambulance Dispatchers",43-5031.00,29.0,1.1717499494552612,1.2760183811187744,0.5335033535957336
"Dispatchers, Except Police, Fire, and Ambulance",43-5032.00,15.0,0.6132908463478088,0.3070683181285858,0.14306247234344482
"Meter Readers, Utilities",43-5041.00,17.0,0.11197847872972488,0.39233577251434326,0.7704995274543762
Postal Service Clerks,43-5051.00,31.0,0.01249389536678791,0.26990681886672974,0.0899730920791626
Postal Service Mail Carriers,43-5052.00,31.0,0.03180459141731262,0.06381939351558685,0.007951234467327595
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053.00,24.0,0.14984582364559174,0.32020193338394165,0.98221755027771
"Production, Planning, and Expediting Clerks",43-5061.00,26.0,0.21980251371860504,0.5403178930282593,0.05364047735929489
"Shipping, Receiving, and Traffic Clerks",43-5071.00,16.0,0.6024975776672363,1.0654499530792236,0.23417975008487701
"Stock Clerks, Sales Floor",43-5081.01,14.0,0.04656133055686951,0.10397201031446457,0.061703767627477646
Marking Clerks,43-5081.02,15.0,0.04812026768922806,0.1327536255121231,0.09368530660867691
"Stock Clerks- Stockroom, Warehouse, or Storage Yard",43-5081.03,27.0,0.3890465199947357,0.33414381742477417,0.35842767357826233
"Order Fillers, Wholesale and Retail Sales",43-5081.04,8.0,0.04519636183977127,0.11111453920602798,0.15766504406929016
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111.00,29.0,0.44152751564979553,0.9522555470466614,0.5256989598274231
Executive Secretaries and Executive Administrative Assistants,43-6011.00,29.0,0.15495342016220093,0.3573057949542999,0.13586613535881042
Legal Secretaries,43-6012.00,16.0,0.16642342507839203,0.36299929022789,0.42313289642333984
Medical Secretaries,43-6013.00,24.0,0.07936805486679077,0.28362441062927246,0.2086213231086731
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014.00,48.0,0.09865404665470123,0.3501775860786438,0.25188833475112915
Computer Operators,43-9011.00,29.0,0.468911349773407,0.6517325043678284,0.4848136603832245
Data Entry Keyers,43-9021.00,14.0,0.8477330803871155,0.4642229974269867,0.46112021803855896
Word Processors and Typists,43-9022.00,36.0,0.11195626854896545,0.2693229913711548,0.2809196412563324
Desktop Publishers,43-9031.00,27.0,0.4948093295097351,0.43714094161987305,0.1575978845357895
Insurance Claims Clerks,43-9041.01,13.0,0.1735478937625885,0.31021761894226074,0.09341800212860107
Insurance Policy Processing Clerks,43-9041.02,25.0,0.07288742065429688,0.6239474415779114,0.16855502128601074
"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051.00,47.0,0.7197157740592957,0.589858889579773,0.9146314263343811
"Office Clerks, General",43-9061.00,30.0,0.16427256166934967,0.4143832325935364,0.2478702962398529
"Office Machine Operators, Except Computer",43-9071.00,32.0,0.6484965085983276,0.673539936542511,0.8531917333602905
Proofreaders and Copy Markers,43-9081.00,18.0,0.7760521173477173,0.4716847538948059,0.2588096559047699
Statistical Assistants,43-9111.00,19.0,0.6511695981025696,0.4956399202346802,0.07221955806016922
Bioinformatics Technicians,43-9111.01,16.0,0.2734864056110382,0.39303821325302124,0.08398734778165817
First-Line Supervisors of Logging Workers,45-1011.05,18.0,0.8060612082481384,0.5615320205688477,0.32762232422828674
First-Line Supervisors of Aquacultural Workers,45-1011.06,21.0,0.8433099389076233,0.5027251243591309,0.5712685585021973
First-Line Supervisors of Agricultural Crop and Horticultural Workers,45-1011.07,31.0,0.9978637099266052,0.6198353171348572,0.47438350319862366
First-Line Supervisors of Animal Husbandry and Animal Care Workers,45-1011.08,27.0,0.9559617042541504,0.7437350153923035,0.5204862952232361
Agricultural Inspectors,45-2011.00,31.0,0.7933911681175232,0.6062536835670471,0.6086772084236145
Animal Breeders,45-2021.00,36.0,0.8472030758857727,0.8563337922096252,0.670687735080719
"Graders and Sorters, Agricultural Products",45-2041.00,9.0,0.5530669689178467,0.22992664575576782,0.3587944805622101
Agricultural Equipment Operators,45-2091.00,31.0,1.1877989768981934,1.5587137937545776,2.6488330364227295
Nursery Workers,45-2092.01,31.0,0.5463855266571045,0.5345554947853088,1.289327621459961
"Farmworkers and Laborers, Crop",45-2092.02,18.0,0.9042549133300781,1.094279408454895,1.5420788526535034
"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,27.0,0.4868892729282379,0.6918495893478394,2.745180606842041
Fishers and Related Fishing Workers,45-3011.00,43.0,0.2257264405488968,0.45917803049087524,0.8464515805244446
Hunters and Trappers,45-3021.00,32.0,0.2731853723526001,0.4313216805458069,0.28541597723960876
Forest and Conservation Workers,45-4011.00,36.0,0.2320050150156021,0.36582836508750916,0.5589480400085449
Fallers,45-4021.00,38.0,0.19325529038906097,0.3213644325733185,0.5655820369720459
Logging Equipment Operators,45-4022.00,19.0,0.8184096813201904,1.273132562637329,2.777616262435913
Log Graders and Scalers,45-4023.00,22.0,0.35837772488594055,0.7526301145553589,0.15249194204807281
First-Line Supervisors of Construction Trades and Extraction Workers,47-1011.00,19.0,0.5426658987998962,0.3615672290325165,0.20852026343345642
Solar Energy Installation Managers,47-1011.03,20.0,0.7700588703155518,0.3968042731285095,0.3325299918651581
Boilermakers,47-2011.00,30.0,0.19548538327217102,0.2968559265136719,1.2304322719573975
Brickmasons and Blockmasons,47-2021.00,26.0,0.1649925410747528,0.2787328362464905,1.4824286699295044
Stonemasons,47-2022.00,26.0,0.20494945347309113,0.49163851141929626,1.6323498487472534
Construction Carpenters,47-2031.01,33.0,0.6021398305892944,0.5218494534492493,1.008347988128662
Rough Carpenters,47-2031.02,27.0,0.6913027763366699,0.7083669900894165,0.73214191198349
Carpet Installers,47-2041.00,36.0,0.27691784501075745,0.4414719045162201,1.2787327766418457
"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042.00,29.0,0.2817111909389496,0.33936411142349243,1.6192420721054077
Floor Sanders and Finishers,47-2043.00,7.0,0.718508243560791,0.35499170422554016,1.0880099534988403
Tile and Marble Setters,47-2044.00,38.0,0.26082643866539,0.5972992181777954,1.4660389423370361
Cement Masons and Concrete Finishers,47-2051.00,47.0,0.1971389800310135,0.3789873421192169,0.9855574369430542
Terrazzo Workers and Finishers,47-2053.00,47.0,0.1632131189107895,0.3127455413341522,0.5208954811096191
Construction Laborers,47-2061.00,41.0,0.44005081057548523,0.6011666059494019,1.0560628175735474
"Paving, Surfacing, and Tamping Equipment Operators",47-2071.00,44.0,0.5396714210510254,1.055576205253601,2.0172958374023438
Pile-Driver Operators,47-2072.00,10.0,0.533521294593811,1.1760220527648926,4.524400234222412
Operating Engineers and Other Construction Equipment Operators,47-2073.00,51.0,0.5884762406349182,1.0276727676391602,2.22225284576416
Drywall and Ceiling Tile Installers,47-2081.00,41.0,0.3882024586200714,0.4644033908843994,0.6809138655662537
Tapers,47-2082.00,24.0,0.25611186027526855,0.2490793764591217,0.30288395285606384
Electricians,47-2111.00,39.0,0.35726213455200195,0.4514278471469879,0.8044245839118958
Glaziers,47-2121.00,49.0,0.6163660287857056,0.6761133670806885,0.9806811213493347
"Insulation Workers, Floor, Ceiling, and Wall",47-2131.00,16.0,0.11941336840391159,0.3731525242328644,0.3412502706050873
"Insulation Workers, Mechanical",47-2132.00,22.0,0.7019170522689819,0.648935854434967,0.4916282296180725
"Painters, Construction and Maintenance",47-2141.00,29.0,0.3951641321182251,0.6353948712348938,0.9774894118309021
Paperhangers,47-2142.00,29.0,0.24230992794036865,0.47370266914367676,0.6501228213310242
Pipelayers,47-2151.00,17.0,0.2171354442834854,0.5130735635757446,0.9718520641326904
Pipe Fitters and Steamfitters,47-2152.01,29.0,0.32211655378341675,0.784092903137207,1.1873407363891602
Plumbers,47-2152.02,40.0,0.4801524877548218,0.384186714887619,1.0141901969909668
Plasterers and Stucco Masons,47-2161.00,23.0,0.21052607893943787,0.4407767951488495,0.5819813013076782
Reinforcing Iron and Rebar Workers,47-2171.00,8.0,0.15243428945541382,0.5394566655158997,1.7953660488128662
Roofers,47-2181.00,43.0,0.39141541719436646,0.5234554409980774,0.9604436159133911
Sheet Metal Workers,47-2211.00,27.0,0.40635213255882263,0.2984166443347931,0.2967107594013214
Structural Iron and Steel Workers,47-2221.00,27.0,0.2947390079498291,0.4462726414203644,1.7618885040283203
Solar Photovoltaic Installers,47-2231.00,36.0,0.801476776599884,0.38965904712677,0.3963947594165802
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011.00,16.0,0.14882731437683105,0.3858131766319275,2.3699774742126465
Helpers--Carpenters,47-3012.00,22.0,0.2190045714378357,0.37212130427360535,0.9013687372207642
Helpers--Electricians,47-3013.00,33.0,0.0938425287604332,0.23971758782863617,0.5698317289352417
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014.00,15.0,0.0656513050198555,0.24028055369853973,1.356418251991272
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015.00,27.0,0.2331872582435608,0.656282901763916,2.357243061065674
Helpers--Roofers,47-3016.00,25.0,0.09025247395038605,0.4069405794143677,1.9847575426101685
Construction and Building Inspectors,47-4011.00,29.0,0.955380380153656,0.6542313694953918,1.069314956665039
Elevator Installers and Repairers,47-4021.00,36.0,0.8915711641311646,1.139335036277771,2.7728750705718994
Fence Erectors,47-4031.00,31.0,0.09518150240182877,0.28991034626960754,0.8334659337997437
Hazardous Materials Removal Workers,47-4041.00,33.0,0.21778903901576996,0.43505939841270447,1.664066195487976
Highway Maintenance Workers,47-4051.00,31.0,0.30734682083129883,0.40620332956314087,1.2180598974227905
Rail-Track Laying and Maintenance Equipment Operators,47-4061.00,46.0,0.26921653747558594,0.5633658170700073,1.1805377006530762
Septic Tank Servicers and Sewer Pipe Cleaners,47-4071.00,31.0,0.3643813729286194,0.5443484783172607,1.0873854160308838
Segmental Pavers,47-4091.00,22.0,0.1579681634902954,0.34944576025009155,0.44478747248649597
Solar Thermal Installers and Technicians,47-4099.02,30.0,0.3993576765060425,0.46050459146499634,0.6184903383255005
Weatherization Installers and Technicians,47-4099.03,22.0,0.5901448130607605,0.27850306034088135,0.35154345631599426
"Derrick Operators, Oil and Gas",47-5011.00,19.0,0.4371735751628876,0.3126530349254608,0.6806660890579224
"Rotary Drill Operators, Oil and Gas",47-5012.00,44.0,0.4057618975639343,0.5474280714988708,1.3530702590942383
"Service Unit Operators, Oil, Gas, and Mining",47-5013.00,31.0,0.6869030594825745,0.6066898107528687,0.8061711192131042
"Earth Drillers, Except Oil and Gas",47-5021.00,58.0,0.5490736365318298,0.5707874894142151,0.9639089107513428
"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5031.00,65.0,0.2099122405052185,0.4624193012714386,1.3016972541809082
Continuous Mining Machine Operators,47-5041.00,27.0,0.8628154397010803,0.8987023234367371,1.7002004384994507
Mine Cutting and Channeling Machine Operators,47-5042.00,40.0,0.4823084771633148,0.8120403289794922,1.9678630828857422
"Rock Splitters, Quarry",47-5051.00,16.0,0.1147633045911789,0.22776758670806885,0.5190578699111938
"Roof Bolters, Mining",47-5061.00,16.0,0.13468073308467865,0.3085608184337616,0.6619194149971008
"Roustabouts, Oil and Gas",47-5071.00,23.0,0.2643809914588928,0.4900231957435608,2.0664265155792236
Helpers--Extraction Workers,47-5081.00,17.0,0.6542828679084778,0.5487464666366577,1.1309376955032349
"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,32.0,0.8439366221427917,0.5262031555175781,0.28182363510131836
"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,42.0,0.45801934599876404,0.49368929862976074,0.6322943568229675
"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021.00,26.0,0.2679312527179718,0.3604840636253357,0.7087417244911194
Radio Mechanics,49-2021.01,22.0,0.43635889887809753,0.8267079591751099,0.7733265161514282
"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,61.0,0.6553661823272705,0.5968894362449646,0.822756290435791
Avionics Technicians,49-2091.00,15.0,0.16101031005382538,0.1617809385061264,0.4711248278617859
"Electric Motor, Power Tool, and Related Repairers",49-2092.00,55.0,0.368298202753067,0.47226187586784363,0.6429486870765686
"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,20.0,0.2930951416492462,0.520017147064209,0.4417470693588257
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094.00,35.0,0.7388716340065002,0.5850411653518677,0.5183886885643005
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095.00,28.0,0.9911394119262695,0.4952918589115143,0.25125056505203247
"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096.00,16.0,0.42884695529937744,0.32648587226867676,0.3512484133243561
Electronic Home Entertainment Equipment Installers and Repairers,49-2097.00,19.0,0.32325389981269836,0.5395416021347046,0.5220041275024414
Security and Fire Alarm Systems Installers,49-2098.00,26.0,0.4931686520576477,0.2895840108394623,0.3774013817310333
Aircraft Mechanics and Service Technicians,49-3011.00,52.0,0.32638728618621826,0.29616186022758484,0.8494164943695068
Automotive Body and Related Repairers,49-3021.00,45.0,0.273523211479187,0.2896215319633484,0.9020478129386902
Automotive Glass Installers and Repairers,49-3022.00,28.0,0.11557159572839737,0.22334745526313782,0.46842265129089355
Automotive Master Mechanics,49-3023.01,30.0,0.29376184940338135,0.31363674998283386,0.4049537777900696
Automotive Specialty Technicians,49-3023.02,31.0,0.42537030577659607,0.29584625363349915,0.5857194066047668
Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,37.0,0.41327568888664246,0.43884000182151794,1.3063877820968628
Farm Equipment Mechanics and Service Technicians,49-3041.00,19.0,0.3105229437351227,0.9132380485534668,1.6253643035888672
"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,27.0,0.5965034365653992,0.4063720703125,0.7183655500411987
Rail Car Repairers,49-3043.00,26.0,0.37017202377319336,0.42581868171691895,0.6407192349433899
Motorboat Mechanics and Service Technicians,49-3051.00,22.0,0.6254677772521973,0.8124832510948181,0.858920693397522
Motorcycle Mechanics,49-3052.00,19.0,0.10492747277021408,0.15272323787212372,0.256335973739624
Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,24.0,0.4543333947658539,0.3783796429634094,0.6092736721038818
Bicycle Repairers,49-3091.00,20.0,0.2292008399963379,0.33840394020080566,1.1841150522232056
Recreational Vehicle Service Technicians,49-3092.00,29.0,0.28269192576408386,0.31477731466293335,0.739449143409729
Tire Repairers and Changers,49-3093.00,43.0,0.2468290627002716,0.23898804187774658,0.6228768825531006
Mechanical Door Repairers,49-9011.00,38.0,0.46870777010917664,0.49830374121665955,0.7795169949531555
"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012.00,64.0,0.259647935628891,0.46744826436042786,0.3696047365665436
Heating and Air Conditioning Mechanics and Installers,49-9021.01,49.0,0.1951715350151062,0.47770342230796814,0.7314531803131104
Refrigeration Mechanics and Installers,49-9021.02,31.0,0.2487613707780838,0.334250807762146,0.6557227373123169
Home Appliance Repairers,49-9031.00,45.0,0.45872387290000916,0.4416755735874176,0.6302943825721741
Industrial Machinery Mechanics,49-9041.00,26.0,0.5008538961410522,0.4050593972206116,0.6467699408531189
"Maintenance Workers, Machinery",49-9043.00,29.0,0.492021381855011,0.5405938625335693,1.0102108716964722
Millwrights,49-9044.00,34.0,0.31687846779823303,0.3372420072555542,1.149037480354309
"Refractory Materials Repairers, Except Brickmasons",49-9045.00,37.0,0.4086790680885315,0.5389232635498047,1.4347120523452759
Electrical Power-Line Installers and Repairers,49-9051.00,38.0,0.3520502746105194,0.4955947697162628,0.7818053960800171
Telecommunications Line Installers and Repairers,49-9052.00,31.0,0.2756219804286957,0.23453883826732635,0.31781700253486633
Camera and Photographic Equipment Repairers,49-9061.00,22.0,0.5215657949447632,0.7068077325820923,1.0121104717254639
Medical Equipment Repairers,49-9062.00,37.0,0.28976231813430786,0.2520873546600342,0.21429850161075592
Musical Instrument Repairers and Tuners,49-9063.00,62.0,0.4639909267425537,0.3595992624759674,0.9602831602096558
Watch Repairers,49-9064.00,16.0,0.1882263720035553,0.14161136746406555,0.22548934817314148
"Maintenance and Repair Workers, General",49-9071.00,45.0,0.4666741192340851,0.7398975491523743,0.8634368181228638
Wind Turbine Service Technicians,49-9081.00,13.0,0.40873101353645325,0.6258499026298523,0.9212596416473389
"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,30.0,0.45104074478149414,0.4721119999885559,0.8527387380599976
Commercial Divers,49-9092.00,27.0,0.2025410383939743,0.45040109753608704,0.7188016176223755
"Fabric Menders, Except Garment",49-9093.00,24.0,0.12065532803535461,0.26540490984916687,0.4145495891571045
Locksmiths and Safe Repairers,49-9094.00,19.0,0.09365854412317276,0.15864399075508118,0.20646800100803375
Manufactured Building and Mobile Home Installers,49-9095.00,23.0,0.12051394581794739,0.275067538022995,0.5510130524635315
Riggers,49-9096.00,19.0,1.0997854471206665,1.827791452407837,3.094463586807251
Signal and Track Switch Repairers,49-9097.00,18.0,0.09335599839687347,0.36318203806877136,1.0735095739364624
"Helpers--Installation, Maintenance, and Repair Workers",49-9098.00,25.0,0.3208809196949005,0.6469128131866455,1.6560020446777344
Geothermal Technicians,49-9099.01,30.0,0.6971904635429382,1.2816005945205688,1.3020663261413574
First-Line Supervisors of Production and Operating Workers,51-1011.00,25.0,0.8661563396453857,0.4215646982192993,0.23022346198558807
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011.00,39.0,0.8181502819061279,1.0306110382080078,1.3600761890411377
"Coil Winders, Tapers, and Finishers",51-2021.00,14.0,0.13480600714683533,1.0006628036499023,0.8995311856269836
Electrical and Electronic Equipment Assemblers,51-2022.00,24.0,0.39758822321891785,0.32344356179237366,0.7384107708930969
Electromechanical Equipment Assemblers,51-2023.00,24.0,0.4430844187736511,0.5023730993270874,0.4294098913669586
Engine and Other Machine Assemblers,51-2031.00,16.0,0.1437016874551773,0.3206859529018402,0.9262905120849609
Structural Metal Fabricators and Fitters,51-2041.00,32.0,0.47124674916267395,0.5970301032066345,1.4591319561004639
Fiberglass Laminators and Fabricators,51-2091.00,28.0,0.08027469366788864,0.1929166465997696,0.39038604497909546
Team Assemblers,51-2092.00,7.0,0.9235470294952393,0.8214935064315796,0.783320963382721
Timing Device Assemblers and Adjusters,51-2093.00,30.0,0.2638872265815735,0.24145346879959106,0.41905343532562256
Bakers,51-3011.00,24.0,0.14179517328739166,0.2979859709739685,0.30862337350845337
Butchers and Meat Cutters,51-3021.00,15.0,0.51996248960495,0.22915810346603394,0.12212346494197845
"Meat, Poultry, and Fish Cutters and Trimmers",51-3022.00,15.0,0.26774320006370544,0.12540948390960693,0.4159855246543884
Slaughterers and Meat Packers,51-3023.00,21.0,0.07624365389347076,0.18893378973007202,0.15728910267353058
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,32.0,0.12075301259756088,0.7524332404136658,1.353947639465332
Food Batchmakers,51-3092.00,44.0,0.4984126687049866,0.6951436996459961,0.45907270908355713
Food Cooking Machine Operators and Tenders,51-3093.00,36.0,0.6954510807991028,1.051849603652954,1.2690305709838867
"Computer-Controlled Machine Tool Operators, Metal and Plastic",51-4011.00,41.0,0.6925926208496094,0.8476431369781494,1.1552809476852417
"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",51-4012.00,36.0,0.5713948607444763,0.460123211145401,0.22031712532043457
